2,Tuyet vời Tiki Giao hàng nhanh bao bọc cẩn thận su dụng tốt
2,Hàng dùng tốt Hàng dùng ok Nhưng sạc thông qua máy tính lại không lên pin nhanh bằng cắm sạc vào ổ cắm
0,Mic này phải kê miệng lên đỉnh mic mới hát to được
0,Tổng 40k 6 ngày chờ cho hai ngày sử dụng Sau hai hôm tai bên phải disconnected
0,"bán hàng dở? đặt màu trắng giao màu đen, pin phù 40% sập nguồn, máy đã bị sử dụng, thiếu ốc trên máy, nghi ngờ đã bị tháo dựng lại. Đen chi rứa"
2,Tốt Thiết bị này còn hỗ trợ 2 băng tần hỗ trợ tối đa 4G không có 4G vẫn dùng xuống được mạng 3G M7350 còn hỗ trợ màn hình hiển thị trực quan tất cả các thông tin bạn cần đều có thể được kiểm tra dễ dàng Pin dùng vừa đủ không lâu lắm Nói chung là sử dụng dễ dàng và tiện dụng
1,"Tai nghe có chất lượng tương đối tốt so với giá bass ấm, giao hàng đúng thời hạn vỏ hộp hơi móp méo"
2,Hài lòng Khá ok Dùng ở chế độ only 3g thì hơi nhanh hết pin
1,"Hàng đẹp , pin dùng ổn , cảm ơn shop... Đã nhận hàng rất vừa ý với giá tiền này"
1,Sản phẩm được chuyển tới khá nhanh sản phẩm dùng khá ổn
1,Hàng cũng được tuy hơi giật nhưng tiền nào của nấy vậy
1,Sản phẩm ổn. Cài sẵn win10. Đầy đủ phụ kiện. Nhưng màn hình có chỗ trầy và không có củ xạc zin.
1,Bình thường Sản phẩm rẻ Dung lượng cao Nhưng ai muốn tốc độ chuyển dữ liệu nhanh thì không nên mua đâu
2,Hài lòng Sản phẩm đẹp có màn hình hiển thị và app quản lý kèm theo thiết kế nhỏ gọn phát wifi ổn định Tuy nhiên pin hơi ít phát lâu hoặc nhiều thiết bị thì hơi nóng máy và tụt pin nhanh
2,hàng tốt đầy đủ hoạt động tốt
2,Sản phẩm bắt hoạt động tốt ping hơi kém Sản phẩm thu và phát sóng tốt pin hơi kém hi vọng nhà phân phối sẽ sử dụng pin 2k5
2,Cực kì hài lòng Sản phẩm dùng tốt mượt giao hàng sớm hơn dự kiến Mình mua cho em mà thấy thằng bé thích lắm Độ bền thì chưa rõ
2,Rất Hài Lòng chỗ sóng yếu bình thường không lên nỗi 4G nhưng lắp vào cục này lên được 4G lại còn ổn định nữa
2,Mình nhận hàng thấy tốt. Kích hoạt điện thoại thế nào nhờ cửa hàng hướng dẫn tý. Chất lượng thì đồ điện tử mấy hơn giỏi.
0,Rất không hài lòng Tốc độ thật 50mbps nhưng khi sử dụng quét còn 7mbps
0,không khởi động được trả đòi phí. tem còn nguyên
2,Sản phẩm tốt Mình mua chuột này vì thấy nó giảm giá khá nhiều chứ chuột mình dùng vẫn còn ngon lành Lúc nhận hàng mình bỏ ra dùng thử thấy kiểu dáng đơn giản chắc chắn cầm rất vừa tay chuột chạy mượt Nói chung là rất xứng đáng với đồng tiền bát gạo mình bỏ ra
0,Rất không hài lòng Bật lên không hiện sóng wifi Chán thực sự
0,Không tin tưởng là hàng giả và đồ cũ đã qua sử dụng Sản phẩm nhận về có các đặc điểm sau 1 Không giống như trong ảnh chụp 2 Trên hộp không có tem thông tin nơi sản xuất hoặc nhập khẩu 3 Trên sản phẩm không có tem ICT 4 Chỉ bằng mắt thường đã thấy rõ sản phẩm không phải hàng mới có dấu hiệu rõ rệt bị đập hộp và qua sử dụng 5 Trong hộp chỉ có sản phẩm và sách hướng dẫn không có phiếu bảo hành 6 Sử dụng phần mềm quét mã vạch kết quả ra một mã không thể truy xuất được thông tin gì 7 Thử kết nối thành công nhưng tốc độ lại giảm so với wifi chính  > Tiki cho kiểm tra lại shop mình sẽ trả hàng trong ngày mai
1,Mới nhận hàng đúng như mô tả chỉ có cái quạt gió hơi ồn giá rẻ nên mua
0,Không hài lòng Tại sao chỗ extend lại nháy xanh rồi đỏ liên tục ạ
0,Rất không hài lòng Hàng mới nhận nhưng móp méo vỏ hộp Tiki đóng hàng ngày càng không cẩn thận
2,"rất ngon , chiến game rất tốt cho 10 sao"
0,hơi nhẹ . nhựa hơi mỏng lúc dùng dễ bị trượt đi vì không có độ bám dưới phím
2,"3 triệu như vậy là quá ngon rồi, đóng gói kỹ càng, nên mua nha anh em, tư vấn hỗ trợ khá nhiệt tình."
1,máy đẹp.như hình nhưng máy sử dụng nhanh nóng chỗ trên vân tay
2,Sản phẩm tốt Chỉ 99k thôi nhưng xài cũng khá tốt Thiết kế chuột rất vừa vặn cầm chắc tay Mình mới sử dụng được 1 ngày thôi nhưng thấy khá ổn rất nhạy rãnh chuột ở giữa chạy rất êm chứ không phát ra tiếng kêu như con chuột cũ của mình
0,Giao hàng chậm Giao hàng chậm lý do này nọ Bên tiki cần cải thiện hơn rất nhiều về khoản giao hàng này
0,không hài lòng máy mua về xước rất nhiều có nghi vấn hàng tàu xước dăm nguyên mặt lưng mong tiki đền
0,Hàng bị lỗi Mình xài được 1 thời gian thì bây giờ chỉ còn nghe được 1 bên Bên mình có bảo hành không vậy Admin
0,"1 cái nghe rất nhỏ và pin không được lâu , tự ngắt kết nối"
1,"Sản phẩm gồm thùng CPU, màn hình, bàn phím và chuột. Cắm điện vào là dùng thật... Trải nghiệm máy đủ để chơi game... giá rẻ. Có vài vấn đề về máy tính... cũng được tư vấn đầy đủ. Hơi hụt hẫng là mở ra không thấy lót chuột trong khi tư vấn bảo tặng kèm*_*"
0,hàng không nghe to rõ
1,Chất lượng âm thanh Khi mở volume lên 50% bắt đầu có hiện tượng rè Loa chỉ thích hợp nghe những loại nhạc như bolero hoặc tương tự Các bạn trẻ muốn nghe âm bass thì nên chọn loại khác sẽ tốt hơn
1,"Giao hàng nhanh, dùng thấy cũng tốt nước ra không nhanh lắm nhưng lọc thì phải vậy thôi"
0,Hàng lỗi không cài được và dây nguồn lỗi . Cắm vào không nhận.
1,không ổn định Thiết bị gắn vào mạng không hoạt động được bị lỗi dấu chấm than màu vàng Mình phải update firmware về bản cũ
2,tuyệt vời
0,Camera không xoay 360 độ bằng phần mềm được camera gốc không rộng thua camera của chế độ quay 360 độ bằng phần mềm thì không sử dụng được Quá thất vọng Nhà cung cấp hoặc tiki vui lòng giải quyết giùm tôi
0,Chập chờn Vài ngày đầu dùng thì ổn sau đó bắt đầu có hiện tượng mất mạng sóng chập chà chập chờn không ổn định Giờ thì sau 3 tháng dùng cái của mình đã hỏng rồi : Chán chẳng buồn bảo hành
2,"Dây đeo đồng hồ mềm nhẹ, đeo lên tay thoải mái, thao tác nhanh và đơn giản, đo huyết áp nhịp tim chuẩn, các chỉ số có thể lưu trên điện thoại rất tiện để so sánh, lúc đầu định mua xiaomi cơ, nhưng sau khi so sánh phát hiện ra loại đồng hồ này cũng có thể đo nhịp tim huyết áp nên mua loại này."
1,Chuột bị Double Click Mình mua chuột chưa được 1 năm mà bây giờ bị double click cho mình hỏi bây giờ bảo hành thế nào vậy cám ơn
2,Đang sử dụng rất tốt
0,Vừa nhận hàng 1 tai nghe không được. 1 tai thì bắt chập chờn ngắt liên tục ad sem xét hộ
1,Tốt Chuột nhạy chơi game ngon vì hàng logitech xài rồi nên tin tưởng Tiki giao hàng nhanh 1 ngày sau khi đặt là nhận được tuy nhiên không biết phải vì giá re không mà hộp đựng của chuột nhóp nhéo móp méo như hàng tồn kho lâu năm Vì mới mua nên sẽ dùng một thời gian xem còn tốt không
2,Sản phẩm tốt Thời lượng pin vừa đủ Sản phẩm đúng với hình Khi sử dụng trong thời gian dài 4h hơi bị chậm
1,bass rè quá em mới mua hôm qua đóng gói thì ok giao hàng nhanh nhưng bass rè em để 50% bass và âm lượng cũng nhỏ nhưng nghe bass rất rè không biết có đổi được không :D
1,Tạm Tai nghe không được kín tiếng mở hơn một nửa đã có thể nghe thấy ở ngoài
2,mua lần 3 cái luôn
0,Bàn là khá nặng và ban đầu khi sử dụng bàn là chưa phun ra được hơi ngay.
0,giao hàng và đổi trả không ra gì cả!
1,Mức giá tốt nhưng nhiều lỗi nhỏ Cảm ứng mượt Nhưng mặt hông nhìn thấy lớp nhựa bên trong các lỗ không đẹp lắm Lớp tráng bạc mặt hông dễ bám vân tay Lỗi mình ghét nhất là KHAY SIM KHÓ RÚT VÔ CÙNG Đã vậy khung khay dễ lung lay nữa sợ đứt khiếp Camera 2 3 có vẻ bị lệch về phía trên Mình đã xoay ngược xuôi để đổi chiều bóng đổ nhưng nó vẫn bị lệch về hướng đầu điện thoại Ứng dụng có vài tính năng lạ hay nhưng mình chưa dám dùng thử Nhưng nhìn chung mình thích deal này
2,Hài lòng Giá rẻ Tiki giao nhanh đóng gói cẩn thận Mình cảm thấy ưng ý Đây là cái thứ 2 Nếu bền sẽ mua thêm
1,Xài mượt cầm không bị mỏi tay Bữa chuột hư tình cờ lang thang trên tiki nên mua luôn Mua 2 con 1 con xài 1 con tặng cho đứa em Nó cũng khen dữ lắm Chơi plant với zombie sướng cực kỳ Cầm rất vừa tay lại dễ lăn Nói chung là xài rất thích Còn được bảo hành 2 năm nữa Cũng khá an tâm
2,Cũng tạm sóng phát khá tốt nhưng pin còn thấp 3 4 thiết bị xài thì chắc tối đa được 4 5h nếu xài với 4G == Phải mua thêm cục sạc dự phòng để phòng hờ hết pin
0,Chỉ mỗi điện thoại thôi không có sạc hả shop?
2,sản phẩm tốt trong tầm giá.
1,Máy xài hết pin sạc không lên Máy mua giùm anh bạn Xài cũng ổn Có điều xài hết sạch pin sạc không lên Anh bạn đã liên hệ tiki nhưng chưa thấy tiki liên hệ lại để xử lý
0,shop ơi hộp và dây sạc không gắn vào được thì làm sao sạc pin dùng đây
1,sản phẩm tốt chất lượng tuyệt vời nhưng kiểm tra chưa thấy bảo hành điện tử mong cửa hàng sớm kích hoạt bảo hành
0,"Tai nghe không được , sẽ không ủng hộ shop một lần nào nữa!"
1,"Máy đẹp, nhiều game , nhưng những nút bấm không đủ nhạy lắm."
1,Sản phẩm dùng được Chuột khá nhạy không nghe tiếng click Nhưng khá bực bội vì Tiki giao sản phẩm đã bị khui sẵn không biết có phải để kiểm tra hay là sản phẩm ai đó trả lại và Tiki giao qua mình và cục pin có sẵn trong chuột cũng bị cạn rồi nên ban đầu không test chuột được phải đi kiếm pin khác bỏ vô Cảm thấy phiền
1,"cửa hàng giao hàng nhanh, đóng gói kỹ, đầy đủ sản phẩm, giao đúng màu mình yêu cầu. Chuột nhạy, êm, có con lăn hơi cứng, mình chơi game phải bấm mạnh mới ăn. Nhưng với giá vậy thì quá tốt rồi. cảm ơn cửa hàng, sau này sẽ ủng hộ cửa hàng tiếp. À quên, giao hàng rất nhiệt tình và đẹp trai"
0,mua về sản phẩm lỗi hỏi shop thì không chịu giải quyết nói chung là không hài lòng mất niềm tin quá
1,"sản phẩm ok ,đóng gói đẹp, giao hàng nhanh, âm thanh tốt trong tầm giá, pin dùng 60 đến 70 phút ,dự phòng được 90 phút Nói chung tương đối tốt"
1,được có 72Mbps Không được 150Mbps Chỉ được 72 thôi Có 100k cũng không đòi hỏi hơn được
2,Đã mua và rất hài lòng Đã đặt mua em này và rất hài lòng với thiết kế cũng như chất lượng Thích nhất là chức năng sharing qua wifi chỉ cần cắm thẻ nhớ vào connect vào mạng wifi và sẽ có một ổ cứng di động dung lượng khoảng 32gb tối đa tốc độ stream hình nhạc phim nhanh không lag Hài lòng lắm
1,mong muốn được hỗ trợ Mình mua Airpods gen 2 bản sạc thường của nhà cung cấp Fantasy cách đây 1 tháng Bỏ qua những ưu điểm của Airpods mang lại thì sau một thời gian sử dụng mình phát hiện ra là Airpods tự động ngắt kết nối rất nhiều và có thông báo như trên hình ngoài ra lúc tai nghe có lượng pin >20% không có thông báo hết pin Nó không giống như Airpods 1 mà mình dùng trước kia Mình đang đặt mua thêm 1 cái nữa ở Fantasy cho một người bạn nhưng sau khi bị những lỗi bất tiện trên mình không biết phải làm thế nào
1,Bình thường Chuột cũ không phải hàng nguyên seal nhìn hộp và sản phẩm rất lem nhem Thất vọng với hàng bán bởi Tiki Trading
0,không kết nối được cần nhân viên hỗ trợ kết nối đồng hồ xem trên youtube nhu không tim thấy dh
0,dây cáp MDP không gắn được CPU
0,"Hát mới nữa bài cái tắt,sax bin không vào .. shop giao hàng ổn không....kinh doanh thì phải chất lượng 1 chút chứ..."
2,Tạm ổn Máy nhanh bị nóng khi nóng thì rất nhanh xuống pin
2,"màu xanh như mình đặt , đúng màu đúng mẫu đáng để mua"
0,Rất không hài lòng Mình mới mua mà không kẹt nối được với iphone mong tiki giải quyết giúp
0,Bán hàng hư 1 bên loa trả hàng thì nhiêu khê rườm rà lừa đảo Mở hàng ra không xài được đã phải đi đặt một loa của hãng khác xong lúc trả hàng năm lần bảy lượt hẹn không được rồi đến không gọi trước và thái độ rất mất dạy vô học ngu ngục Làm ăn thế này không chóng thì chày sẽ bị phá sản
2,hàng chất lượng .phát bằng điện thọai cũng tốt . tiếp tục đặt hàng.
0,Không sử dụng được Đã thử nhiều cách nhưng đều không thể cấu hình thành công Sản phẩm hiện đang vất chỏng chơ ở nhà vì mất phiếu nhận hàng đồ công nghệ mà tin tưởng quá là thua
0,Sản phẩm không đúng mô tả Sản phẩm là M331 Silent Plus mà Tiki lại giao hàng là M331 Silent Cảm giác rất thất vọng với Tiki 
0,Check số serial apple không tồn tại Tôi nhận được sản phẩm vào 26 06 19 nhưng check số serial của apple thì không thấy không có nhờ hỗ trợ
2,Nhận xét tp linh m3750 Hàng chất lượng sài ok lắm mình giới thiệu cho bạn bè cũng sài
0,Không hài lòng chỉ nghe được một bên tai còn một bên tịt cũng không trông mong gì nhiều
2,tạm chấp nhận được đang dịch cần quá mà đúng lúc mạng không ổn định nên wifi cũng lên xuống thất thường mình đang dùng sim 4g mobifone viettel vietnamobile mà chưa ưng xài lâu khá nóng
1,Chất lượng sản phẩm bình thường Chất lượng sản phẩm bình thường Không có đánh giá gì thêm
0,không dùng được
2,Máy đẹp gần như mới. Dịch vụ chu đáo tận tình khi có thắc mắc về sản phẩm. Giá cả hợp lý.
1,Cho 4 sao tại pin khá là nhanh hết còn lại ổn
0,Kén nồi quá
1,hàng đẹp người bán rất nhiệt tình giao hàng rất nhanh nhưng hộp đã móp 1 phần và nắp đóng không chặt nhưng sản phẩm rất tuyệt vời
1,"Cũng được , nghe rõ"
0,Rất không hài lòng Chưa nhận được hàng nhưng ở app tiki báo là đã giao thành công Còn đăng ký trả góp thì qua ngân hàng lại thành trả toàn bộ số tiền Thực sự hơi thất vọng
0,lừa đảo như cứt 3GB CỦA BỐ MÀY ĐÂU
0,Chuột không bấm trái được Chuột bấm bên trái rất khó khăn hầu như không được phải bấm nhiều lần mới nhận 1 lần
0,đăng thẻ nhớ 64g giao hàng thẻ 32g.đề nghị Lazada làm việc nhà bán hàng nhe .làm mất lòng tin quá
1,tạm cái mình nhận nó đã bị mở sẵn ra như này vỏ thì bị nhăn nheo cong vẹo tem mác thì in mờ tem việt ghi sản xuất ở Philippine mà vỏ thì toàn chữ trung quốc lắp lần đầu vô không nhận thẻ tháo ra lắp lại 1 2 lần thì mới nhận chưa sử dụng lâu nên không đánh giá chất lượng
0,"Hàng không như quảng cáo , không phải tay của xbox360"
2,Hài lòng Phát wifi tốt gọn nhẹ dễ dàng mang theo dễ dàng cài đặt cấu hình qua app Nhưng có 1 điểm trừ là pin hơi cùi bắp sạc chậm mau hết pin nếu không cần thiết phủ sóng rộng nên cấu hình vùng phủ sóng thấp để tiết kiệm pin
2,cửa hàng hỗ trợ rất nhiệt tình
0,Mình dùng chuột bị lỗi không sử dụng được Mình mới mua 1 ngày đã không sử dụng được bảo hành làm sao đổi lại cho mình 
1,"hàng y hình,mua tặng,chưa dùng nên chưa biết chất lượng"
0,Không hài lòng Bắt sóng kém quá phát lại yếu đi 50% dù cách modem chỉ 5m
0,Tiki bán có dấu hiệu hàng đã sử dụng Mình mới nhận hàng hôm nay khi bóc hộp ngoài thì thấy vỏ hộp Logitech đã bị đập hộp dưới đáy chuột bị rất nhiều vết sướt như hình hàng có dấu hiệu là hàng cũ Mình rất thích Tiki nhưng thật sự không hài lòng trong lần này
2,Cực kì hài lòng Sản phẩm chuột được đóng gói cẩn thận nên không có vấn đề gì cả Chất lượng của Logitech thì không phải bàn cải nữa Mình mua sản phẩm này với giá 59000 nhập mã được giảm thêm 10% nên giá rất hợp lí
1,Tiền nào của đó tôi từng dùng con chuột này 2 lần Lần 1 được hơn 1 năm thì nút trái bắt đầu bị lờn Lần 2 thì dùng được 6 tháng nút phải bị lờn mặc dù nút phải ít khi bấm hơn trái Được bảo hành tới 3 năm tưởng ngon lắm chứ tiền nào của đó thôi Chuột có hơn 50k nên cũng chả bỏ bèn gì đi bảo hành cho mất thời gian
2,sản phẩm dùng tốt quay ban ngày hay ban đêm điều rõ nét.. cửa hàng phụ vụ nhiệt tình..mình rất hài về shop..có diệp mình sẽ mua thêm vài cái ủng hộ. cảm ơn shop nhiều
2,Hài lòng Giao hàng nhanh sản phẩm đúng mô tả Thiết kế và chất lượng hoàn thiện tốt Có màn hình trực quan dễ theo dõi Nhỏ nhẹ gọn kích thước cỡ thẻ ATM nhét vừa túi quần tiện dụng đối với người có công việc thường xuyên đi lại Hơi thất vọng vì thời gian pin thực tế khoảng 5 tiếng và thiết bị chỉ phát wifi được 1 băng tần 24 GHz
1,"Lần đầu mua hàng ở lazada mà hơi thất vọng cách vận chuyên. Còn về máy thì ổn nhé, mã VNA có tem của FPT Shop!"
0,dùng được nhưng tiếng réo hơi to
0,rõ ràng mua đồng hồ dây màu đen tại sao lại ship dây màu xanh ???
1,pin 6000 nhưng onscreen được có tầm 4h tưởng pin 6000 onscreen chắc phải tầm 7 đến 8 h mà thấy chả khác quả pin 3k của các điện thoại khác mua cho vợ làm máy phụ mà nó cứ kêu hết pin nhanh : đúng là số to chưa chắc đã ngon
1,Tạm ổn Mình mua về dùng được vài ngày mới phát hiện ra là chuột trái bị kênh nhô cao hơn chuột phải cũng không khó chịu lắm đây là lỗi nhỏ Không biết có đổi được không
1,dùng được cho tv nhưng không thích hợp cho màn hình máy tính.
2,"Mọi người nên mua, tai nghe ổn, giao hàng nhanh, Vừa với túi tiền anh em ạ!!! Cảm ơn cửa hàng"
1,rất tốt nhưng đăng nhập wifi chưa khả dụng lắm
0,mua camera 380pro mà shop gửi ycc365. làm ăn gì kì vậy. giao hàng thì lâu. mà QR thì quét kêu không thành công đề nghị trả hàng
2,gói đẹp sản phẩm tốt
0,bàn phim ấn bình thường không ăn số 2 vs số 1
0,Chất lượng khá thấp Cảnh báo cho mọi người trước là sản phẩm giá rẻ này sẽ đem đến khá nhiều phiền phức trong tốc độ lưu trữ Vì sao copy quá chậm và gián đoạn Nếu mua để copy vào ba cái tài liệu hay cài win này nọ thì 8G để giảm giá và tốc độ cao chống nước là những tiêu chí hàng đâu 
2,"quá tốt khi 1 cái điện thoại với giá quá rẻ, mua tặng con gái rất vui, cảm ơn cửa hàng nhiều nhé"
0,Không kết nối được với Ẽx200 Mua sản phẩm lần 2 Mua lần thu 2 cục kích sóng không kết nối được với nên không thể kết nối với sóng chính Khá thất vọng Xin hỏi sản phẩm lỗi bảo hành thế nao
1,Sản phẩm rất tốt và chất lượng. Hình ảnh âm thanh sắc nét. Mỗi cái là trên ứng dụng có nói là điều khiển tivi là chuột bay one điều khiển. Thế mà về lại là cái điều khiển phổ thông. Với không thấy có cái vali nào đi kèm
1,Bình thường Sản phẩm hay bị lỗi không biết chế độ bảo hành có tốt không
0,ram 2g nhưng không nhanh lắm. hình ảnh full hướng dẫn nhưng hình không đẹp.giao diện khó dùng
2,"Đóng gói tốt, giao nhanh,hàng đúng như quảng cáo.Với giá cả chấp nhận được, camera có dư những chức năng.Ủng hộ cửa hàng."
2,Thiết bị nhỏ gọn pin tốt giá cả phù hợp Mình có mua 1 cái hồi đầu tháng 7 2019 để gắn lên xe hơi cho khách sử dụng Về Tiki thì giao hàng vẫn rất nhanh nhà mình ở huyện tận Đức Hòa sau 1 ngày là có hàng luôn Màu đen nhỏ gọn cỡ cái ví nam thôi Dễ sử dụng gắn sim vào là sài thôi có cái màn hình nhỏ nhỏ ở trước hiển thị tốc độ down up tuy nhiên màn hình hơi kém bạn mang ra nắng một tí thì hơi khó nhìn số dung lượng sử dụng Thiết bị bắt sóng khá tốt dù ở xã huyện xa thưa người Pin thì sài liên tục được tầm 5 tiếng thôi nhưng mình đi xe hơi nên cắm luôn vào cái cổng USB vừa xạc vừa sài luôn sài hơn nửa tháng rồi vẫn thấy ổn trong tầm giá vậy thì mình thấy TP Link này ổn rồi sóng 4G xem Youtube thoải mái luôn Bữa mình thử kết nối tới 8 điện thoại rồi mà vẫn sử dụng bình thường với lại có phần mềm trên IOS và Android để quản lý cũng tiện Tóm lại tầm giá này thì các bạn có thể mua được
1,Tạm ổn Chắc do sử dụng cẩu thả quá nên 1 bên tai nghe không còn nghe được nữa
0,Vì tin nhận xét tích cực nên đã mua nhưng thất vọng Lúc đầu nghe nhận xét tích cực nên đã mua nhưng camera không nhạy bấm vào mấy lần đều không ăn do phản hồi chậm Sau 1 thời gian dùng cam trước cứ bị lóa cam sau thì ở nơi có ánh sáng bình thường mà chụp chế độ cam chuyên nghiệp 48 cứ bị lóa đến khi soi ống kính cam trước thì có bụi dính vào nên khả năng chụp bị lóa và không chỉnh nổi ảnh Giờ không biết làm thế nào để xử lý bây giờ : Thật sự không nghĩ quảng cáo xịn xò mà lúc mua thật lại tệ thế này
0,pin bị chai rồi vừa cắm sạc từ 20 nhảy lên 25% trong chưa đầy 30s ?? củ sạc tặng kèm sạc không vô luôn. thấy ngoại hình oke tháo tem rồi dùng luôn chứ sao giờ
0,Rất không hài lòng mới vừa khui hộp xài được 5 10p thì bị tê tay chịu không nổi luôn mỗi lần đụng chuột làm việc là cứ bị vậy kiểu Bị rò rỉ điện í cảm thấy thất vọng tràn trề
1,Bình thường Giao hàng trễ gần 1 tuần chất lượng thì ok tiki nên xem xét lại vấn đề giao hàng
0,Chưa nhận hàng Mình chưa nhận hàng mà sao trên hệ thống lại báo giao hàng thành công nhỉ
0,Pin của nát sử dụng được một tuần là thấu yếu luôn. Giờ để nghe gọi thôi mà cũng phải sạc 2 lần/ ngày
0,"tôi có trao đổi qua tin nhắn với shop trước khi mua hàng.. và được shop thông báo là, gồm máy và dây sạc iphone 4. nhưng đến khi nhận hàng thì chỉ có máy thôi. . bây giờ máy hết pin chẳng sử dụng được.!"
1,Sản phẩm mới bị tụt pin Chào Tiki mình cần hỗ trợ mình mới mua M7350 nhưng thiết bị có hiện tượng tụt pin Pin sử dụng còn 50 60% mình cụp nguồn nhưng lúc mở lại sử dụng thì bị báo hết pin không lên Bị 3 lần rồi có phải bị lỗi thiết bị
2,Cực kì hài lòng
0,giao micro bị gãy vậy s dùng shop. đỗi trã hàng s vậy shop
2,"Ngon bổ rẻ Gói hàng cẩn thận, giao hàng cực nhanh Nghe rất êm tai, nghe được lâu xa"
0,Tiền nào của đó Với mức giá này thật sự không mong đợi sản phẩm thật tốt Xài được 1 tháng thì tín hiệu chập chờn hay bị mất mạng dù khoảng các rất gần với repeater Chán quá quăng cho thằng cu con nó nghịch luôn :
1,Bình thường Xài hiện giờ bình thường nhưng sóng phát yếu đôi lúc phải tắt mở lại wifi
1,"Cho 4 sao quản cáo hơi sai. Máy là máy cũ khoảng 99%. nói chung là tốt trong tầm giá ĐẶT MÀU ĐEN NHẮN cửa hàng GIAO MÀU XANH cửa hàng GIAO MÀU Đỏ, nói chung khá là tốt"
0,mua đồng hồ thông minh gửi cho đồng hồ thường là sao. đổi lại như thế nào đây shop
