text,label,label_id
chu kỳ tuần hoàn của hàng hoá sẽ quay trở lại và giá cả sẽ tốt hơn cho doanh nghiệp,positive,0
"Năm 2023, không chỉ MSR đặt mục tiêu kinh doanh tích cực",positive,0
Tập đoàn Masan cũng dự báo sơ bộ mục tiêu doanh thu thuần hợp nhất của ước tính sẽ từ 90.000-100.000 tỷ đồng tăng trưởng 18-31% so mức 76.189 tỷ đồng trong năm 2022,positive,0
vẫn sẽ tiếp tục là động lực tăng trưởng doanh thu,positive,0
"Dự báo của Tập đoàn cũng cho biết Masan High-Tech Materials với các sáng kiến chủ chốt sẽ là tập trung tối ưu hóa chi phí, tích hợp Nyobolt và không ngừng chuẩn bị cho hoạt động tái chế phế liệu vonfram và chất thải đen",positive,0
MHT cũng sẽ tiếp tục tìm kiếm cơ hội bán lượng đồng tồn kho ở thị trường trong nước và quốc tế và đang là một trong những đơn vị giàu triển vọng dài hạn,positive,0
Vì sao nhóm cổ phiếu chứng khoán nối dài đà tăng?,positive,0
Đà tăng nhóm cổ phiếu chứng khoán tiếp tục kéo dài trong những ngày đầu tháng 4/2023,positive,0
"Thị trường "", "" đầu tháng 4 với 3 phiên điều chỉnh liên tiếp, phần lớn các nhóm cổ phiếu sau nhịp tăng kéo dài",positive,0
"nhóm cổ phiếu chứng khoán tương đối “khoẻ”, một loạt cổ phiếu như SSI, VCI, HCM, MBS, BSI, CTS, FTS, VDS… còn ngược dòng tăng mạnh",positive,0
Chốt phiên ngày 11/4 cổ phiếu SSI tăng lên 22.600 đồng/cp,positive,0
VCI tăng lên 33.100 đồng/cp,positive,0
CTS tăng lên 17.800 đồng/cp,positive,0
BSI tăng lên 27.950 đồng/cp,positive,0
"Thị trường dần hồi phục và như thường lệ nhóm chứng khoán với độ nhạy cao, lại dẫn sóng",positive,0
nhiều cổ phiếu nhóm này vẫn bền bỉ tăng giá,positive,0
một loạt cổ phiếu chứng khoán đã tăng hàng chục phần trăm,positive,0
"Thậm chí, BSI, FTS còn tăng trên 50%. Không chỉ nhóm quy mô nhỏ “nhẹ tàu”",positive,0
"các cổ phiếu lớn trong nhóm như SSI, VCI, MBS cũng đều tăng mạnh",positive,0
"Nhóm cổ phiếu còn lại VND, HCM, SHS, BVS cũng đã tăng hơn 15% trong hơn 1 tháng trở lại đây",positive,0
Cổ phiếu SSI hiện vẫn được quan tâm,positive,0
"Năm 2022, SSI nghi nhận doanh thu đạt 6.335 tỷ đồng, lợi nhuận sau thuế đạt gần 1.698 tỷ đồng",positive,0
"tuy thấp hơn năm 2021 nhưng vẫn duy trì ở mức cao, cao hơn nhiều so với các năm trước đó",positive,0
"SSI vẫn duy trì được doanh thu và lợi nhuận tốt, do vậy các chuyên gia đánh giá đây là một sự nỗ lực lớn của doanh nghiệp và cũng khẳng định vị thế một doanh nghiệp đầu ngành như SSI",positive,0
"Trong năm 2023, HĐQT SSI đặt chỉ tiêu doanh thu 6.917 tỷ đồng, tăng 9%; và lợi nhuận trước thuế 2.540 tỷ, tăng 20% so với cùng kỳ",positive,0
"Mảng dịch vụ chứng khoán vẫn là nguồn thu lớn nhất của SSI, mang về 3.564 tỷ, quản trị rủi ro chặt chẽ",positive,0
số lượng tài khoản mở mới trong năm vừa qua tăng 40,positive,0
tổng giá trị bán giải chấp ở mức thấp so với mặt bằng chung,positive,0
SSI đẩy mạnh đầu tư trái phiếu và chứng chỉ tiền gửi từ mức 10.000 tỷ đồng lên 29.400 tỷ đồng,positive,0
"Về kế hoạch kinh doanh năm 2023, BSI lên kế hoạch lợi nhuận trước thuế đạt 565 tỷ đồng, gấp gần 3,8 lần thực hiện năm 2022 (49 tỷ đồng)",positive,0
BSI cũng đặt mục tiêu lọt top 10 thị phần môi giới cổ phiếu trên sàn HoSE năm 2023,positive,0
Song Việt Nam vẫn là quốc gia được nhiều tổ chức uy tín nhận định là điểm đến đầu tư lý tưởng với mức tăng trưởng tốt,positive,0
Với các cổ phiếu chứng khoán còn lại cũng đang trên đà bứt phá cũng hút được dòng tiền khá mạnh,positive,0
"Đánh giá về nhóm cổ phiếu chứng khoán các chuyên gia cho rằng, thị trường chứng khoán Việt Nam còn rất nhiều tiềm năng",positive,0
Việt Nam đang hưởng lợi từ chiến lược xoay trục của dòng vốn đầu tư quốc tế,positive,0
tăng trưởng trong nước tiếp tục được duy trì ở mức cao so với khu vực,positive,0
Điều này sẽ có tác động tích cực tới triển vọng nền kinh tế nói chung và thị trường chứng khoán nói riêng trong thời gian tới,positive,0
Ngân hàng Nhà nước đã phát đi thông điệp khá rõ ràng về đảo ngược chính sách tiền tệ theo hướng nới lỏng hơn,positive,0
thị trường chứng khoán thường tích cực trong giai đoạn chính sách tiền tệ được nới lỏng,positive,0
do đó nhóm cổ phiếu chứng khoán cũng đã có đà tăng dài,positive,0
FED tiếp tục tăng lãi suất,positive,0
"FED có thể sẽ tăng lãi suất thêm 0,25% trong cuộc họp tháng 5 tới",positive,0
"Trong tuần này, giá vàng đã tiếp tục tăng lên đỉnh cao mới ở những phiên đầu tuần, có thời điểm lên tới 2.047 USD/oz",positive,0
do tâm lý người tiêu dùng Mỹ tích cực hơn rất nhiều so với dự kiến đã củng cố thêm kỳ vọng rằng thêm 25 điểm cơ bản vào tháng 5 tới,positive,0
"Chỉ số Tâm lý Người tiêu dùng Mỹ tháng 4 đã tăng lên 63,5 điểm so với mức 62 điểm của tháng 3",positive,0
"Như vậy, cao hơn 27% so với mức thấp nhất mọi thời đại vào tháng 6 năm ngoái",positive,0
Một khi tâm lý người tiêu dùng tích cực hơn,positive,0
thì mức độ đóng góp của họ cho tăng trưởng kinh tế Mỹ sẽ lớn hơn,positive,0
giúp kinh tế nước này tiếp tục đà phục hồi mạnh mẽ,positive,0
Bộ Lao động Mỹ vừa cho biết Chỉ số giá tiêu dùng (CPI) tháng 3 tăng 5% so với cùng kỳ năm ngoái,positive,0
Giá vàng tuần tới có thể sẽ tiếp tục điều chỉnh do FED tiếp tục tăng lãi suất,positive,0
đủ sức khiến FED phải tiếp tục tăng lãi suất vào cuộc họp tháng 5 sắp tới,positive,0
"FED có thể sẽ tiếp tục tăng lãi suất thêm 0,25%",positive,0
nhiều khả năng FED sẽ ngừng tăng lãi suất,positive,0
thêm 25 điểm cơ bản vào tháng 5 tới so với 70% hồi đầu năm,positive,0
chinh phục mức cao mọi thời đại mới,positive,0
không có gì khó khăn để kim loại quý này phá vỡ mức cao kỷ lục mới,positive,0
đồng USD và lợi suất yếu sẽ đẩy kim loại màu vàng lên mức 2.100 USD/ounce hoặc hơn thế nữa,positive,0
Đồng USD có thể vẫn sẽ thu hút người mua trú ẩn an toàn,positive,0
Và điều này sẽ có lợi cho vàng,positive,0
"Trong khi đó, chuyên gia Tom Price, nhà phân tích của Công ty Liberum cho biết, ở thời điểm này có nhiều động lực thúc đẩy vàng tăng giá",positive,0
nhưng giá bán ra ở hai thị trường này cao hơn tại 20.000 đồng/lượng,positive,0
Công cụ CME FedWatch cho thấy mức tăng 25 điểm cơ bản vào tháng tới là chắc chắn,positive,0
khiến thị trường nghĩ đến khả năng về các đợt tăng lãi suất tiếp theo,positive,0
cơ hội chiến lược để bảo vệ mình,positive,0
26% nhà phân tích dự báo giá vàng sẽ tăng trong thời gian tới,positive,0
Sau liên tiếp những phiên tăng điểm kéo VN-Index lên vùng 1.080 điểm,positive,0
Nhìn lại toàn bộ quá trình tăng điểm từ nửa cuối tháng 3 đến nay cho thấy thị trường đang phản ánh bất cứ thông tin nào được cho là tích cực,positive,0
thị trường có phản ứng tích cực trong 1 phiên,positive,0
Với diễn biến kinh tế như hiện nay thì bứt phá qua 1.100 điểm để tạo ra xu thế tăng mạnh,positive,0
"Trước những diễn biến như trên, chiến lược thích hợp hơn cả là NĐT chốt lời những cổ phiếu đã tăng hơn 20% và chờ đợi cơ hội sẽ xuất hiện dù lâu",positive,0
Thống kê cho thấy TTCK trong tháng 4 các năm qua có số phiên tăng cao hơn số phiên giảm,positive,0
"Chứng khoán SSI: Dự chi cổ tức 1.500 tỷ, đặt mục tiêu lợi nhuận 2.540 tỷ trong 2023",positive,0
mà bằng lợi ích mang về ổn định và tốt nhất cho nhà đầu tư,positive,0
"Do đó, khi thị trường biến động, SSI vẫn luôn giữ vị trí trong top đầu CTCK được nhà đầu tư lựa chọn giao dịch",positive,0
"bằng sự nhạy bén, linh hoạt thích nghi với ngoại cảnh, kiên định với nguyên tắc cốt lõi nên công ty vẫn đạt được những kết quả ấn tượng so với các doanh nghiệp cùng ngành",positive,0
"Năm 2022, tổng tài sản đạt mức 52.226 tỷ đồng, ghi nhận mức tăng trưởng 3% so với năm 2021",positive,0
đồng thời giữ vững vị trí số 1 trong ngành chứng khoán xét về quy mô tài sản,positive,0
Công ty vẫn tiếp tục nằm trong nhóm doanh nghiệp đóng góp cao nhất cho Ngân sách Nhà nước với số tiền 1.586 tỷ đồng,positive,0
"Trong năm 2022, các lĩnh vực kinh doanh đều tích cực kiện toàn",positive,0
tối ưu bộ máy hoạt động và quy trình vận hành để đem lại hiệu quả cao nhất trong bối cảnh thị trường có nhiều biến động,positive,0
"Trong đó, Doanh thu vẫn đến từ các lĩnh vực kinh doanh cốt lõi là Dịch vụ Chứng khoán, Đầu tư, Nguồn vốn và Kinh doanh tài chính",positive,0
Năm 2022 là một năm đặt tiền đề cho quá trình chuyển đổi của SSI với mong muốn gia tăng giá trị mang lại cho nhà đầu tư theo hướng tiếp cận giải pháp tài chính và tổng tài sản,positive,0
"sẽ không ngừng nỗ lực kết nối các đối tác, nhà đầu tư tới những cơ hội đầu tư trên",positive,0
góp phần hình thành một kênh dẫn vốn trung và dài hạn hiệu quả cho nên kinh tế,positive,0
"Công ty luôn giữ vững mục tiêu là định chế tài chính hàng đầu tại thị trường Việt Nam, dần vươn ra thị trường quốc tế",positive,0
"với nguyên tắc lấy sự thành công của khách hàng làm tôn chỉ kinh doanh để không chỉ hoạt động hiệu quả, mà còn giúp nhà đầu tư gắn bó lâu dài với thị trường chứng khoán, coi chứng khoán là kênh giữ tài sản chứ không đơn thuần là nơi mua bán kiếm lời",positive,0
"Tổng Giám đốc Daiwa (Nhật Bản), một trong những đối tác chiến lược của SSI - bày tỏ niềm tin vào TTCK Việt Nam và SSI cùng Ban lãnh đạo, được dẫn đầu bởi ông Nguyễn Duy Hưng",positive,0
"Khi bối cảnh và thị trường phù hợp, SSI sẽ triển khai để nhằm tăng giá trị quỹ thặng dư bán vốn tốt nhất cho cổ đông",positive,0
"Thị trường chứng khoán điều chỉnh giảm, cơ hội cho nhà đầu tư",positive,0
Việt Nam vừa có tuần điều chỉnh sau chuỗi tăng điểm 3 tuần liên tiếp,positive,0
"Trong khi đó, VRE (26 tỷ), PNJ (26 tỷ), MSN (18 tỷ), HDB (17 tỷ)… là những mã được mua ròng nhiều nhất",positive,0
giúp thanh khoản cải thiện,positive,0
"P/E thị trường có thể lên mức quanh 12,5 lần và đây không phải là mức cao so với mặt bằng P/E quá khứ",positive,0
“Sức bật” cổ phiếu chứng khoán,positive,0
cổ phiếu chứng khoán cũng hưởng lợi từ điều này,positive,0
Thị trường chứng khoán (TTCK) thường có diễn biến tích cực trong giai đoạn chính sách tiền tệ được nới lỏng,positive,0
"Sự tích cực này được tính bằng quý, bằng năm, chứ không tính bằng tuần hay tháng bởi vì chính sách tiền tệ cần có thời gian thẩm thấu và phản ánh vào nền kinh tế cũng như kết quả kinh doanh của doanh nghiệp",positive,0
"Mặc dù vậy, TTCK đã và đang có dấu hiệu tích cực sau thông tin nói trên",positive,0
"Đáng chú ý, sau thông tin giảm lãi suất điều hành của NHNN, các cổ phiếu chứng khoán diễn biến khá tích cực",positive,0
"Trong đó, cổ phiếu BSI ghi nhận khối lượng giao dịch bình quân tăng tới hơn 370% so với tuần trước",positive,0
AGR cũng có khối lượng giao dịch tăng tới gần 260%,positive,0
"Nhiều mã thuộc nhóm chứng khoán khác như VIX, VIG, MBS, BVS, SHS, APS,… lọt vào top cổ phiếu tăng mạnh thanh khoản trên cả 2 sàn",positive,0
"Hầu hết các mã kể trên đều có mức tăng giá từ 10% trở lên, trong đó BSI tăng giá 27%, AGR tăng hơn 14%, VIG tăng gần 14%",positive,0
Doanh thu và lợi nhuận của VCI qua các năm,positive,0
"Dù nhiều cổ phiếu chứng khoán đã có đà tăng mạnh, nhưng nhóm cổ phiếu này được dự báo vẫn còn dư dịa tăng trưởng",positive,0
"Năm 2023, BSI lên kế hoạch lợi nhuận trước thuế đạt 565 tỷ đồng, gấp gần 3,8 lần thực hiện năm 2022 (149 tỷ đồng)",positive,0
Công ty cũng đặt mục tiêu lọt top 10 thị phần môi giới cổ phiếu trên sàn HoSE năm 2023,positive,0
tăng lần lượt 9% và 20% so với thực hiện năm 2022,positive,0
"Theo đó, VCI trình cổ đông thông qua kế hoạch kinh doanh năm 2023 với mục tiêu doanh thu hoạt động đạt 3.246 tỷ đồng và lợi nhuận trước thuế 1.000 tỷ đồng",positive,0
"So với kết quả thực hiện năm 2022, chỉ tiêu doanh thu tăng 2,8%",positive,0
"VCI sẽ nỗ lực thực hiện, đặc biệt Công ty sẽ tập trung phát triển lĩnh vực môi giới bán lẻ cho các nhà đầu tư cá nhân để nắm bắt cơ hội từ sự bùng nổ này",positive,0
VN-Index đang tiến tới 1.100 điểm,positive,0
"Thị trường giai đoạn này chỉ tăng từ từ với biên độ chưa đến 0,5%/phiên",positive,0
"Dòng tiền thực đã quay lại thị trường khi NHNN vừa ban hành quy định áp trần lãi suất huy động 1- 6 tháng là 5,5%/năm",positive,0
quay trở lại thị trường nhiều hơn bởi lãi suất huy động kỳ hạn 1 năm vẫn ở mức khá cao,positive,0
"NĐT đã hạ tỷ lệ đòn bẩy xuống mức thấp, nên dư địa cho việc vay nợ đang khá dồi dào",positive,0
"Thứ hai, Chính phủ vừa quyết định giao NHNN triển khai gói tín dụng ưu đãi 120.000 tỷ đồng cho phát triển nhà ở xã hội, nhà ở công nhân… cũng khiến nhiều NĐT tin tưởng vào sự hồi phục của nhóm cổ phiếu BĐS",positive,0
"Vì thế, khá nhiều cổ phiếu BĐS tăng kịch trần, như HDG, NTL, DIG, PDR…",positive,0
Sự tăng giá giai đoạn này được nhiều người nhìn nhận là đi lên trong nghi ngờ và có thể sẽ tạo ra một vài phiên bùng nổ,positive,0
"Theo đó, VN-Index có thể sẽ bứt mạnh qua 1.100 điểm",positive,0
"VNDirect cho rằng, việc hạ lãi suất điều hành của NHNN cùng với mặt bằng lãi suất liên ngân hàng giảm mạnh trong bối cảnh thanh khoản hệ thống ngân hàng đã trở lại là các yếu tố hỗ trợ tích cực cho mặt bằng lãi suất trúng thầu các đợt đấu thầu",positive,0
"tăng khả năng huy động vốn cho ngân sách Nhà nước và hình thành đường cong lãi suất chuẩn, hỗ trợ phát triển thị trường vốn, củng cố cơ sở nhà đầu tư theo hướng tiếp tục cải thiện tỷ trọng đầu tư TPCP của các nhà đầu tư dài hạn",positive,0
5 cổ phiếu vào danh mục khuyến nghị tháng 4 của SSI,positive,0
"Vincom Retail có 83 TTTM, hiện diện tại 44 tỉnh, thành phố trên toàn quốc, sở hữu mạng lưới TTTM lớn và quy mô nhất Việt Nam",positive,0
"Trong bối cảnh bán lẻ gặp khó, hoạt động kinh doanh TTTM của VRE ghi nhận doanh thu 1.906 tỷ đồng, tăng 114% so với cùng kỳ năm 2021",positive,0
"Cụ thể, với của Tổng Công ty Phát triển Đô thị Kinh Bắc, SSI đưa vào danh mục tháng 4 trên luận điểm: Dự báo năm 2023, kết quả kinh doanh được kỳ vọng sẽ tăng trưởng tích cực ở mức 21,5%",positive,0
Quy hoạch điều chỉnh thành phố Hải Phòng vừa được phê duyệt,positive,0
"Với việc thành phố Hải Phòng được duyệt quy hoạch sửa đổi, dự kiến KCN Tràng Duệ 3 của KBC cũng sẽ sớm được nhận giấy phép đầu tư và có thể triển khai cho thuê trong thời gian tới",positive,0
"Bên cạnh đó, KBC đã triển khai mua lại sớm các trái phiếu sắp đến hạn giúp giảm áp lực nợ vay",positive,0
"Gần đây KBC công bố mua lại trước hạn tổng cộng 2.000 tỷ đồng trái phiếu (thực hiện cuối tháng 3 và đầu tháng 4) nhờ dòng tiền dồi dào thu được từ các khách thuê lớn (Foxconn, Goertek,...)",positive,0
Điều này sẽ giúp giảm áp lực nợ vay cho KBC trong những quý tới,positive,0
là chủ đầu tư - đơn vị vận hành hệ thống TTTM lớn nhất cả nước,positive,0
"VRE hiện đang vận hành 83 TTTM tại 43 tỉnh thành với tổng diện tích sàn cho thuê đạt 1,75 triệu m2",positive,0
"Theo SSI Research, kết quả kinh doanh năm 2023 tiếp tục đà phục hồi với mức tăng trưởng lợi nhuận sau thuế dự kiến 43%",positive,0
"KQKD mảng cho thuê mặt bằng TTTM dự kiến sẽ phục hồi tốt do: (i) chấm dứt gói hỗ trợ khách thuê, (ii) tăng trưởng thuần đến từ gia tăng diện tích sàn cho thuê, cải thiện tỷ lệ phủ lấp tại các TTTM hiện hữu và tăng trưởng giá thuê",positive,0
"Đồng thời, mảng kinh doanh BĐS cũng được kỳ vọng sẽ tăng trưởng mạnh trong năm nay do triển khai bàn giao các shophouse đã bán trước đây",positive,0
"Năm 2022, VRE cũng là một trong những dẫn đầu về hiệu quả kinh doanh",positive,0
"Tại 31/12/2022, Vincom Retail ghi nhận 7.309 tỷ đồng tổng doanh thu, tăng 24% so với cùng kỳ năm trước",positive,0
"Lợi nhuận sau thuế đạt 2.735 tỷ đồng, tăng 108% so với cùng kỳ năm trước và đạt 114% kế hoạch cả năm",positive,0
Biên lợi nhuận sau thuế ấn tượng ở mức 37% doanh thu khẳng định vị thế dẫn đầu về hiệu quả kinh doanh của nhà phát triển bất động sản bán lẻ số 1 Việt Nam và hàng đầu trong khu vực,positive,0
"CTCP FPT, dự báo tăng trưởng Quý 1/2023 tiếp tục tăng trưởng 2 con số",positive,0
"Lợi nhuận trước thuế quý 1/2023 kỳ vọng tăng trưởng ở mức 19% YoY, chủ yếu từ tăng trưởng 2 con số từ mảng công nghệ thông tin nước ngoài và giáo dục",positive,0
"Ngoài ra, mảng dịch vụ viễn thông cũng duy trì được tăng trưởng dương và cũng kỳ vọng mang lại dòng tiền ổn định",positive,0
"FPT được đánh giá cao về lợi thế ngành và nội tại doanh nghiệp, với sự \""trải thảm\"" chuyển đổi số ở các tỉnh thành trong nước và đà tăng trưởng ở thị trường xuất khẩu đặc biệt Nhật, Mỹ",positive,0
Tầm nhìn của Ban lãnh đạo cũng được xem là lợi thế của FPT,positive,0
"FPT cũng là cổ phiếu được nhiều CTCK khuyến nghị thuộc ngành xem xét triển vọng trong danh mục 2023, chẳng hạn như báo cáo chiến lược đầu tư 2023 và khuyến nghị của Chứng khoán MSVN",positive,0
"Trước đó, SSI ước tính lợi nhuận trước thuế năm 2023 của FPT có thể đạt 9.130 tỷ đồng, tăng 18%",positive,0
lợi nhuận trước thuế của FPT vẫn có thể ở mức 13%,positive,0
"Hiện tại FPT giao dịch ở mức P/E 2023 là 13,6x với mức tăng trưởng lợi nhuận 18,5%; và tỷ lệ PEG tương ứng khá hấp dẫn ở mức 0,7x",positive,0
Trong đó của Tổng Cty CP Dịch vụ Dầu khí Việt Nam được đánh giá dựa trên khả năng cải thiện backlog trong tương lai với dự án Block B được kì vọng sẽ khởi công từ 2024,positive,0
"Theo nhóm phân tích, thời hạn cho quyết định đầu tư cuối cùng (FID) cho chuỗi dự án điện - khí Lô B Ô Môn đã được chuyển sang tháng 6/2023, giúp các bên có thêm thời gian thương thảo các điều khoản quan trọng trong hợp đồng để triển khai dự án",positive,0
"""Mới đây, chúng tôi quan sát thấy các chuyển đổi tích cực như việc kí hợp đồng khung bán khí (HoA) giữa PVN và bên mua khí là nhà máy Ô Môn 2, tạo điều kiện cho việc tiếp tục đàm phán các điều khoản tiếp theo",positive,0
"Với giả định là các bước tiếp theo sẽ được triển khai, chúng tôi kì vọng dự án có thể bắt đầu có các thông tin đấu thầu từ cuối 2023 và bắt đầu đóng góp vào backlog của PVD trong 2024-2026",positive,0
"Với việc kí biên bản ghi nhớ hợp tác phát triển điện gió với các công ty lớn về năng lượng như Orsted (Na Uy) và Semcorp (Singapore), chúng tôi cho rằng backlog cho các dự án điện gió sẽ tăng dần trong thời gian tới và do đó chúng tôi nâng giả định backlog cho mảng mới này cho 2023-2025",positive,0
Lợi nhuận được dự báo sẽ đi ngang trong 2023 và tăng trưởng mạnh (+29%) trong 2024 với các giả định mới về tăng trưởng backlog và cải thiện biên lợi nhuận,positive,0
Tổng Cty CP Vận tải Dầu khí được cho sẽ tiếp tục hưởng lợi từ giá cước cao do nhu cầu vận chuyển hàng lỏng trên thế giới tăng,positive,0
"SSI Research kỳ vọng PVT sẽ tiếp tục hưởng lợi từ việc cho thuê tàu định hạn trên thị trường quốc tế ở mức giá cao hơn so với giai đoạn vài năm trước, bắt đầu từ quý 2/2022",positive,0
CTCK này cũng cho rằng tăng trưởng lợi nhuận trước thuế trong quý 1/2023 của PVT có thể đạt mức 15-20% svck (chưa tính đến lợi nhuận đột biến từ các giao dịch bán tài sản nếu có),positive,0
từng cổ phiếu thì có những cổ phiếu đã có diễn biến tích cực hơn chỉ số rất nhiều,positive,0
"Ngày 11/4, chỉ số VN-Index tăng 4,11 điểm (0,39%) lên 1.069,46 điểm với 228 mã tăng và 138 mã giảm",positive,0
"Tuy nhiên trong một vài phiên gần đây, thị giá cổ phiếu ngành bán lẻ đã cải thiện trở lại",positive,0
"Theo quan điểm của tôi, không phải cả ngành đều có cơ hội, không phải cứ có thông tin tích cực về giải ngân đầu tư công thì tất cả các cổ phiếu trong vòng tròn giá trị đầu tư công sẽ hưởng lợi, mà chỉ có một số ít cơ hội để chọn lựa",positive,0
"Mặc dù định giá chung sẽ là hấp dẫn, nhưng ngành ngân hàng sẽ phải có sự đồng thuận lớn khi thanh khoản thị trường tốt",positive,0
